iter	MultiClass
706	0.5372038725
707	0.5367999486
708	0.5367800886
709	0.5365188949
710	0.5365126281
711	0.5363356431
712	0.5362334955
713	0.5361562771
714	0.5360880041
715	0.5360528792
716	0.5359649324
717	0.5359486927
718	0.5358573834
719	0.5358124508
720	0.5356521923
721	0.5356211754
722	0.5353309375
723	0.5352873179
724	0.5352569038
725	0.535089252
726	0.5348165643
727	0.5346122128
728	0.5344228032
729	0.5342264654
730	0.5339641035
731	0.5337553334
732	0.5335275948
733	0.533491864
734	0.5334008997
735	0.5333624809
736	0.5333237439
737	0.533256488
738	0.5332125483
739	0.532984423
740	0.5328946905
741	0.532551369
742	0.5321466442
743	0.5321040499
744	0.5320068296
745	0.5318680661
746	0.5318589857
747	0.5317485378
748	0.5316784859
749	0.531348199
750	0.5313104255
751	0.5312882998
752	0.5312310404
753	0.5311441811
754	0.5309580382
755	0.5307576518
756	0.5307269009
757	0.5306978859
758	0.5306456676
759	0.5306255201
760	0.5305230108
761	0.5303817976
762	0.5302572536
763	0.5301971585
764	0.530097913
765	0.5300152346
766	0.5297254796
767	0.5293532634
768	0.5291301081
769	0.5288546845
770	0.5287717666
771	0.5285229147
772	0.5284207673
773	0.5282813045
774	0.5282647222
775	0.5280398099
776	0.5279695892
777	0.5279596456
778	0.5278478839
779	0.5277284256
780	0.5275621896
781	0.5275045388
782	0.5274467954
783	0.5271962122
784	0.5270356791
785	0.5269792926
786	0.5269296676
787	0.5268621523
788	0.5268558302
789	0.5267548858
790	0.5266604668
791	0.5266223619
792	0.5265773372
793	0.5265394165
794	0.5264877448
795	0.5264238891
796	0.5264018394
797	0.5263535434
798	0.5262134098
799	0.5261657135
800	0.5260162797
801	0.5258741724
802	0.5256003805
803	0.5255685358
804	0.5255004277
805	0.52545591
806	0.5253191383
807	0.5251352355
808	0.5250940923
809	0.5248729069
810	0.5246340128
811	0.5246223737
812	0.5244996833
813	0.5243246832
814	0.5242030003
815	0.5241799868
816	0.5241697866
817	0.5240759103
818	0.523969428
819	0.5239169726
820	0.5238846188
821	0.5237283122
822	0.5235833822
823	0.523418293
824	0.5232731604
825	0.5229995349
826	0.522992208
827	0.5229065451
828	0.5228165766
829	0.5227018983
830	0.5225665852
831	0.5225370216
832	0.5225147927
833	0.5223164155
834	0.5221965245
835	0.5220002243
836	0.5219444122
837	0.5217633274
838	0.5217532245
839	0.5215479163
840	0.5215004688
841	0.5213764466
842	0.5213031574
843	0.5212845792
844	0.5212559287
845	0.521239056
846	0.5211425863
847	0.5210508385
848	0.5209370066
849	0.5208387362
850	0.5205815835
851	0.5203622943
852	0.520189731
853	0.5200486643
854	0.519899504
855	0.5197291714
856	0.5197190625
857	0.5196020488
858	0.5194654357
859	0.5194027827
860	0.519283428
861	0.519106299
862	0.5189919724
863	0.5189090932
864	0.5188445063
865	0.5187586629
866	0.5184997538
867	0.5184187074
868	0.5182139895
869	0.5180815546
870	0.5180106539
871	0.5177072041
872	0.5176050678
873	0.517495936
874	0.5174576288
875	0.5174359944
876	0.5172343111
877	0.5172098656
878	0.5171462905
879	0.5169868317
880	0.5169069297
881	0.516889226
882	0.5166504784
883	0.5165874759
884	0.5165729561
885	0.5164596792
886	0.5163108316
887	0.5160012308
888	0.5158412781
889	0.5156209826
890	0.5155808695
891	0.5153319764
892	0.5151432107
893	0.5148639407
894	0.5147685872
895	0.5146472627
896	0.5145872078
897	0.5145760454
898	0.5145673846
899	0.5144680555
900	0.5143993993
901	0.5142935609
902	0.5138334367
903	0.5137720487
904	0.5135620968
905	0.5135553491
906	0.5135233793
907	0.5133055903
908	0.5131891551
909	0.5130092081
910	0.5128972301
911	0.5127932555
912	0.5127226761
913	0.5125319067
914	0.5125159478
915	0.5124365368
916	0.5123347281
917	0.5122316023
918	0.5121106197
919	0.5120887749
920	0.511993149
921	0.5118079535
922	0.5116081475
923	0.5115270236
924	0.5114222022
925	0.511314877
926	0.511256246
927	0.5111497648
928	0.5108258322
929	0.5108016583
930	0.5107253329
931	0.5106389318
932	0.5105773997
933	0.5105421459
934	0.5105294806
935	0.5104919073
936	0.5103512202
937	0.5102708729
938	0.5101064972
939	0.5100694229
940	0.5099537486
941	0.5098383563
942	0.5097306971
943	0.5093287007
944	0.5093062473
945	0.5092572483
946	0.5092491563
947	0.5092007464
948	0.5089772376
949	0.5087767192
950	0.508637067
951	0.5085292836
952	0.5084735285
953	0.5082242982
954	0.5081724815
955	0.5081315301
956	0.5080681856
957	0.5079767323
958	0.5078668172
959	0.5077249524
960	0.5075537355
961	0.5073306109
962	0.507221761
963	0.5071741496
964	0.5071551986
965	0.5071506516
966	0.5070931944
967	0.5068545752
968	0.5067495963
969	0.5065194842
970	0.5064426835
971	0.506136566
972	0.5061087077
973	0.5059166643
974	0.5058677779
975	0.5057806886
976	0.5055315943
977	0.5054618451
978	0.5053309529
979	0.5051745661
980	0.5051385877
981	0.5050881911
982	0.505069724
983	0.5048459168
984	0.5047456731
985	0.504603993
986	0.5045926916
987	0.504510033
988	0.5044290967
989	0.5041936219
990	0.5040737102
991	0.5039479079
992	0.5038153496
993	0.503625444
994	0.5036046804
995	0.5032017701
996	0.5031001663
997	0.5030860556
998	0.5029312104
999	0.5028759915
